	SRR925703	SRR925714	SRR925716	SRR925726	SRR934637	SRR925697	SRR934636	SRR925689	SRR925690	SRR925691	SRR925692	SRR925702	SRR925707	SRR925708	SRR925709	SRR925710	SRR925713	SRR925715	SRR925717	SRR934638	SRR934639	SRR925706	SRR925693	SRR925694	SRR925695	SRR925696	SRR925698	SRR925699	SRR925700	SRR925701	SRR925704	SRR925705	SRR925711	SRR925718	SRR925723	SRR925724	SRR925725	SRR925727	SRR925729	SRR925735	SRR925736	SRR925740	SRR925741	SRR925742	SRR934631	SRR934632	SRR934633	SRR934640	SRR934641	SRR934642	SRR934643	SRR934644	SRR934645
ENST00000510922_ir1_RP13-884E18.4-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000409674_ir2_GPD2-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000338042_ir1_MEF2A-201	681.16	0.0	135.94	463.52	2016.63	584.45	26.39	0.0	0.0	0.0	0.0	220.61	82.93	72.1	0.03	0.0	0.0	327.54	178.04	102.9	0.0	1826.57	0.0	0.0	465.54	462.77	0.0	0.0	0.0	0.0	0.0	138.5	0.0	0.0	0.0	0.0	185.65	433.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000486950_ir1_NIN-012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000560987_ir1_SNRPA1-010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000443996_ir2_RGSL1-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000598334_ir2_DTNA-025	0.0	0.0	0.0	0.0	16.49	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.81	17.14	0.0	81.79	0.0	0.0	16.19	120.32	0.0	0.0	0.0	10.73	72.73	26.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	96.05	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000554325_ir1_APEX1-015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	71.43	661.59	2442.52	0.0	0.0	0.0	127.71
ENST00000608704_ir3_APBB1-014	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000524715_ir1_HBS1L-013	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000402742_ir1_RP11-30P6.1-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	313.44	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000466900_ir1_MLH1-019	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000418526_ir3_CNTN5-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000519703_ir2_LINC01170-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000619373_ir1_FAM156A-007	0.0	13.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000485440_ir1_SCTR-002	0.0	0.0	0.0	3.56	0.0	0.0	0.0	0.0	0.0	0.0	1.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.91	11.05	0.0	0.0	0.0	0.0	0.0	114.24	10.28	0.0	14.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000358749_ir1_NPFFR2-003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000520906_ir2_DNM3-007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000296577_ir1_ABCE1-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2033.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	286.33	0.0	0.0	4016.97	0.0	0.0	0.0	2024.61	918.79	0.0	0.0	0.0	1051.72	0.0	0.0	0.0	0.0	0.0	0.0	1649.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000619138_ir3_CNTNAP3B-012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000538366_ir1_KIFAP3-201	8.53	6.44	4.87	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000532739_ir1_RP11-958N24.2-001	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1098.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000530342_ir4_KDM2A-010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000407038_ir1_DTNB-005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000616709_ir1_FAM69A-204	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000433267_ir2_FMO1-006	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000498274_ir2_PCNP-005	0.0	61.16	51.41	162.72	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	125.14	41.91	0.27	74.65	171.04	98.73	0.0	0.0	162.95	113.72	467.42	0.0	125.71	183.58	90.48	0.0	0.0	0.0	71.39	0.0	0.0	70.11	191.24	0.0	0.0	0.0	0.0	160.47	89.6	0.0	171.51	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000425248_ir1_COPG2-001	696.98	0.0	208.5	0.0	0.0	186.49	10.71	0.0	0.0	0.0	0.0	149.86	103.57	178.17	148.3	0.0	0.0	469.98	0.0	87.54	203.71	501.59	633.88	0.0	434.48	0.0	496.14	37.15	0.0	0.0	219.62	430.81	0.0	0.0	541.14	283.36	0.0	0.0	0.0	91.54	0.0	0.0	0.0	265.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000527101_ir1_MS4A1-005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000460319_ir1_CERKL-012	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000518287_ir1_NCOA2-002	3.39	0.0	0.41	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.03	0.0	0.0	0.0	6.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.2	9.32	0.0	0.0	0.0	0.0	0.0	0.0	5.19	0.0	0.0
ENST00000361236_ir1_TMEM123-002	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	87.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000372829_ir1_ARMCX1-001	0.0	1202.92	311.71	1687.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	192.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2892.72	0.0	40.81	372.3	0.0	0.0	166.72	0.0	0.0	745.4	239.86	0.0	1482.92	1224.54	727.48	619.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	185.87	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000261889_ir1_SNX1-003	457.55	455.27	43.88	0.0	0.0	286.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	130.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	308.77	0.0	0.0	0.0	0.0	0.0	235.99	0.0	0.0	0.0	0.0	0.0	0.0	0.0	52.72	0.0	0.0
ENST00000610452_ir1_COL15A1-201	0.0	0.0	3.87	60.02	0.0	0.0	0.0	40.07	0.0	0.0	0.0	2.81	0.0	0.0	0.0	54.55	31.64	0.0	0.0	39.3	0.0	0.0	0.0	0.0	0.0	0.0	6.56	0.0	0.0	0.0	2.26	5.44	0.0	0.0	1.78	1.05	0.0	0.0	0.0	32.64	1.57	0.0	0.0	0.0	0.0	0.0	0.0	59.05	100.08	0.0	67.57	0.0	0.0
ENST00000621668_ir1_AP2B1-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000464130_ir1_FANK1-007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000521743_ir1_SNAP91-008	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000292566_ir1_ALKBH4-001	502.28	190.4	284.26	276.93	0.0	225.29	0.0	0.0	441.62	291.62	0.0	178.35	532.33	329.35	196.18	283.58	386.6	277.2	0.0	469.01	593.32	324.76	487.52	0.0	285.45	604.97	589.21	0.0	0.0	0.0	262.71	552.76	0.0	0.0	641.75	277.1	357.43	300.8	713.55	525.3	314.47	0.0	0.0	303.0	0.0	0.0	0.0	0.0	0.0	0.0	339.33	0.0	0.0
ENST00000487047_ir1_GALNT13-010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000420326_ir1_RECQL5-020	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000598819_ir1_SRD5A3-AS1-007	0.0	0.0	7.29	0.0	0.0	5.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.28	7.5	1.28	0.0	0.0	5.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000591306_ir1_RNF152-004	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.38	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000557182_ir1_NDRG2-063	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000462844_ir1_SPIN1-005	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	0.0	1.28	0.0	0.0	0.0	2.44	0.0	0.0	5.2	0.0	0.0	0.0	0.0	0.0	2.31	1.25	3.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.14	0.0	26.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.5	1.63	11.05	0.0	0.0	0.0	0.0
ENST00000409603_ir3_CREB5-004	0.0	0.0	53.95	0.0	0.0	0.0	838.31	0.0	0.0	0.0	0.0	1.39	34.38	0.0	76.66	0.0	29.08	0.0	4.88	45.71	0.0	0.0	0.0	34.9	0.0	0.0	0.0	0.0	2.59	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ENST00000608988_ir1_SHANK2-010	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.98	0.0	279.31	7.32	0.0	100.17	42.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
